Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET actuator/health,2353,2042,60000,56432.96046243106,77.11919999564998,131016.19129999744,104.56778580535487,8.560863473358935,7.429359631363768,60000,67000,86000,89000,119000,128000,130000,130000,131000,131000,131000
GET,GET health,2314,2025,60000,58764.97911840976,76.57710000057705,130797.85560000164,99.98401037165083,8.41897070860713,7.367508939036058,60000,82000,87000,97000,121000,127000,130000,130000,131000,131000,131000
GET,GET home,6841,5962,60000,59680.54469296869,73.92460000119172,133000.09310000314,1195.9573161818448,24.889446247874407,21.691401626929867,60000,83000,87000,96000,121000,128000,130000,130000,131000,133000,133000
GET,GET program detail,9070,7959,60000,58984.18611673646,383.4872000006726,133787.33520000242,197.58555678059537,32.99916349484299,28.957038837426165,60000,84000,87000,100000,122000,128000,130000,130000,131000,134000,134000
GET,GET program list,6875,6032,60000,59295.55576299627,73.80189999821596,133031.32980000373,920.3738181818181,25.013147632529826,21.94608094827926,60000,77000,87000,98000,122000,128000,130000,130000,131000,133000,133000
GET,GET program list free,2283,2005,60000,56960.19150972418,862.8385999982129,133052.48380000558,656.0928602715725,8.306184152009541,7.2947434186505165,60000,69000,86000,89000,121000,127000,130000,130000,131000,133000,133000
GET,GET program list online,2154,1915,60000,60344.685386954545,433.63639999734005,130797.05919999833,294.51578458681524,7.8368465455228,6.967298576915581,60000,84000,87000,96000,123000,129000,130000,130000,131000,131000,131000
GET,GET program list public,2368,2102,60000,57708.69280291376,77.69890000054147,131039.19310000492,852.5008445945946,8.615437613648092,7.647656192520392,60000,71000,86000,88000,121000,127000,130000,130000,131000,131000,131000
GET,GET program list urgent,2281,2024,60000,60610.91081148606,570.105999999214,131012.81870000093,536.7014467338887,8.298907599970986,7.3638706630167805,60000,83000,87000,107000,121000,128000,130000,130000,131000,131000,131000
,Aggregated,36539,32066,60000,58967.6039163799,73.80189999821596,133787.33520000242,606.3058923342182,132.9389674683647,116.66495883413839,60000,80000,87000,94000,121000,128000,130000,130000,131000,133000,134000
